# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.0 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (Meteosat Second Generation satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2022-06-15T00:00:00.0
# Date end (ISO 8601): 2022-07-16T00:00:00.0
# Latitude (positive North, ISO 19115): 41.8900
# Longitude (positive East, ISO 19115): 12.4900
# Altitude (m): 39.00
# Time reference: True Solar Time (TST)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2022-07-24
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2022-07-02T09:00:00.0/2022-07-02T10:00:00.0;1057.8787;826.9095;736.4497;90.4599;916.5505;815.6498;728.8732;86.7766;907.1021;1.0000
2022-07-02T10:00:00.0/2022-07-02T11:00:00.0;1175.3129;929.6721;834.3906;95.2815;935.0535;921.0696;829.4280;91.6417;929.4684;1.0000
2022-07-02T11:00:00.0/2022-07-02T12:00:00.0;1236.0917;980.8804;879.7676;101.1128;937.4810;973.6862;877.6420;96.0442;935.2111;1.0000
2022-07-02T12:00:00.0/2022-07-02T13:00:00.0;1236.0665;978.1566;873.0767;105.0799;930.3416;971.4383;872.4739;98.9644;929.7000;1.0000
2022-07-02T13:00:00.0/2022-07-02T14:00:00.0;1175.2336;923.1851;820.5063;102.6787;919.5131;915.5205;817.9771;97.5434;916.6539;1.0000
2022-07-02T14:00:00.0/2022-07-02T15:00:00.0;1057.7335;819.2571;722.7855;96.4716;899.7595;808.9611;716.8367;92.1244;892.2793;1.0000
2022-07-02T15:00:00.0/2022-07-02T16:00:00.0;891.5693;673.7518;585.4146;88.3373;864.0323;658.7705;575.2817;83.4888;848.8969;1.0000
2022-07-02T16:00:00.0/2022-07-02T17:00:00.0;688.0610;497.1051;416.3499;80.7552;794.5814;479.4428;406.0495;73.3933;774.7842;1.0000
2022-07-02T17:00:00.0/2022-07-02T18:00:00.0;461.0741;305.5583;237.1440;68.4143;670.5074;287.9759;227.7525;60.2234;643.0911;1.0000
2022-07-02T18:00:00.0/2022-07-02T19:00:00.0;226.0741;122.8109;78.4493;44.3616;427.1672;110.1783;68.4371;41.7413;361.7773;1.0000
2022-07-02T19:00:00.0/2022-07-02T20:00:00.0;26.7935;9.1103;2.8332;6.2771;46.6632;6.6547;0.4632;6.1915;6.0571;1.0000
2022-07-02T20:00:00.0/2022-07-02T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-02T21:00:00.0/2022-07-02T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-02T22:00:00.0/2022-07-02T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-02T23:00:00.0/2022-07-03T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T00:00:00.0/2022-07-03T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T01:00:00.0/2022-07-03T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T02:00:00.0/2022-07-03T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T03:00:00.0/2022-07-03T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T04:00:00.0/2022-07-03T05:00:00.0;26.5583;8.3421;1.7080;6.6341;27.9515;6.2879;0.0699;6.2180;0.8737;1.0000
2022-07-03T05:00:00.0/2022-07-03T06:00:00.0;225.5301;113.0874;57.4208;55.6666;309.2281;102.3778;50.1616;52.2162;259.8573;1.0000
2022-07-03T06:00:00.0/2022-07-03T07:00:00.0;460.5028;288.5085;189.5058;99.0028;535.2527;273.1219;187.4734;85.6486;528.5425;1.0000
2022-07-03T07:00:00.0/2022-07-03T08:00:00.0;687.4818;475.0585;343.1474;131.9111;655.1084;460.3445;347.9500;112.3945;664.0189;1.0000
2022-07-03T08:00:00.0/2022-07-03T09:00:00.0;890.9940;647.8648;489.7792;158.0856;723.1259;636.4178;501.8791;134.5387;740.8660;1.0000
2022-07-03T09:00:00.0/2022-07-03T10:00:00.0;1057.1646;790.6076;611.8618;178.7458;762.0202;784.4955;633.6593;150.8363;789.0841;1.0000
2022-07-03T10:00:00.0/2022-07-03T11:00:00.0;1174.6627;890.8234;694.8764;195.9470;779.1105;888.5679;725.8849;162.6830;813.8408;1.0000
2022-07-03T11:00:00.0/2022-07-03T12:00:00.0;1235.4739;940.5942;731.0874;209.5068;779.4323;940.2776;768.6205;171.6571;819.4382;1.0000
2022-07-03T12:00:00.0/2022-07-03T13:00:00.0;1235.4471;936.1110;717.8591;218.2519;765.2921;936.6360;758.6989;177.9371;808.8375;1.0000
2022-07-03T13:00:00.0/2022-07-03T14:00:00.0;1174.5780;881.5175;669.4688;212.0487;750.6199;880.5792;705.5261;175.0531;791.0133;1.0000
2022-07-03T14:00:00.0/2022-07-03T15:00:00.0;1057.0090;778.7646;582.0992;196.6654;724.9490;773.9244;608.6554;165.2690;757.9337;1.0000
2022-07-03T15:00:00.0/2022-07-03T16:00:00.0;890.7474;634.4919;458.6623;175.8297;677.1416;581.8423;383.0770;198.7654;558.4764;1.0000
2022-07-03T16:00:00.0/2022-07-03T17:00:00.0;687.1195;461.7429;314.1039;147.6390;599.5025;399.8810;229.3663;170.5148;438.2415;1.0000
2022-07-03T17:00:00.0/2022-07-03T18:00:00.0;459.9984;276.7747;166.2561;110.5186;468.8471;222.8830;97.4701;125.4129;276.7926;1.0000
2022-07-03T18:00:00.0/2022-07-03T19:00:00.0;224.8586;105.7718;45.3532;60.4186;240.6473;93.3165;34.2108;59.1057;173.0256;1.0000
2022-07-03T19:00:00.0/2022-07-03T20:00:00.0;26.1589;7.6081;0.9980;6.6101;16.3274;5.4767;0.0000;5.4767;0.0000;1.0000
2022-07-03T20:00:00.0/2022-07-03T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T21:00:00.0/2022-07-03T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T22:00:00.0/2022-07-03T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-03T23:00:00.0/2022-07-04T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T00:00:00.0/2022-07-04T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T01:00:00.0/2022-07-04T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T02:00:00.0/2022-07-04T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T03:00:00.0/2022-07-04T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T04:00:00.0/2022-07-04T05:00:00.0;25.8914;7.9801;1.6266;6.3535;27.1290;5.9566;0.0415;5.9151;0.5214;1.0000
2022-07-04T05:00:00.0/2022-07-04T06:00:00.0;224.2702;111.1861;56.6148;54.5713;305.9207;100.6435;48.9395;51.7041;253.7472;1.0000
2022-07-04T06:00:00.0/2022-07-04T07:00:00.0;459.3819;286.1917;189.7165;96.4751;536.9582;270.9046;186.6938;84.2108;527.4302;1.0000
2022-07-04T07:00:00.0/2022-07-04T08:00:00.0;686.4961;472.0391;343.2735;128.7656;656.3484;457.5674;346.8650;110.7025;662.9312;1.0000
2022-07-04T08:00:00.0/2022-07-04T09:00:00.0;890.1302;644.0754;488.8044;155.2710;722.4050;632.9883;499.7251;133.2632;738.4075;1.0000
2022-07-04T09:00:00.0/2022-07-04T10:00:00.0;1056.4008;786.4030;610.2671;176.1359;760.5684;780.7504;631.0441;149.7063;786.3748;1.0000
2022-07-04T10:00:00.0/2022-07-04T11:00:00.0;1173.9695;886.2014;698.0026;188.1988;783.0221;884.5760;726.1147;158.4613;814.5411;1.0000
2022-07-04T11:00:00.0/2022-07-04T12:00:00.0;1234.8165;935.4605;741.4226;194.0379;790.8486;935.9492;773.2556;162.6936;824.8012;1.0000
2022-07-04T12:00:00.0/2022-07-04T13:00:00.0;1234.7881;931.3960;735.4467;195.9493;784.4648;932.5771;767.7361;164.8410;818.9066;1.0000
2022-07-04T13:00:00.0/2022-07-04T14:00:00.0;1173.8793;876.1131;680.0433;196.0698;762.8380;875.9038;710.0391;165.8647;796.4806;1.0000
2022-07-04T14:00:00.0/2022-07-04T15:00:00.0;1056.2346;772.0030;580.1349;191.8681;722.8522;767.9105;604.4233;163.4871;753.0759;1.0000
2022-07-04T15:00:00.0/2022-07-04T16:00:00.0;889.8661;626.0002;445.3386;180.6615;657.7099;616.3690;461.8536;154.5154;682.0489;1.0000
2022-07-04T16:00:00.0/2022-07-04T17:00:00.0;686.1069;447.7569;285.6998;162.0571;544.6713;434.9600;294.6237;140.3362;561.4597;1.0000
2022-07-04T17:00:00.0/2022-07-04T18:00:00.0;458.8387;258.2338;131.5538;126.6800;368.6806;244.4378;130.2012;114.2366;363.3432;1.0000
2022-07-04T18:00:00.0/2022-07-04T19:00:00.0;223.5454;92.4032;26.6548;65.7484;136.4796;83.3359;18.6004;64.7355;86.4467;1.0000
2022-07-04T19:00:00.0/2022-07-04T20:00:00.0;25.4776;6.5120;0.3277;6.1843;5.6663;4.5984;0.0000;4.5984;0.0000;1.0000
2022-07-04T20:00:00.0/2022-07-04T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T21:00:00.0/2022-07-04T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T22:00:00.0/2022-07-04T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-04T23:00:00.0/2022-07-05T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-05T00:00:00.0/2022-07-05T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-05T01:00:00.0/2022-07-05T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-05T02:00:00.0/2022-07-05T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-05T03:00:00.0/2022-07-05T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-05T04:00:00.0/2022-07-05T05:00:00.0;25.1697;6.3464;0.2469;6.0994;4.1895;4.5810;0.0000;4.5810;0.0000;1.0000
2022-07-05T05:00:00.0/2022-07-05T06:00:00.0;222.9118;90.0810;22.5948;67.4862;115.2289;82.0712;15.9455;66.1257;73.5999;1.0000
2022-07-05T06:00:00.0/2022-07-05T07:00:00.0;458.1760;253.3112;117.5263;135.7849;329.2782;241.1209;119.9421;121.1788;334.5447;1.0000
2022-07-05T07:00:00.0/2022-07-05T08:00:00.0;685.4385;446.4101;269.4803;176.9298;513.5433;434.5517;284.6922;149.8595;542.4427;1.0000
2022-07-05T08:00:00.0/2022-07-05T09:00:00.0;889.2062;633.0000;442.5181;190.4819;653.3648;623.1101;464.5920;158.5181;686.1195;1.0000
2022-07-05T09:00:00.0/2022-07-05T10:00:00.0;1055.5862;790.0419;604.3136;185.7283;753.1475;783.5331;628.2010;155.3321;783.0071;1.0000
2022-07-05T10:00:00.0/2022-07-05T11:00:00.0;1173.2322;897.6025;712.9149;184.6876;800.1827;894.0143;740.2629;153.7513;830.8810;1.0000
2022-07-05T11:00:00.0/2022-07-05T12:00:00.0;1234.1187;951.7422;767.5120;184.2302;819.1185;949.2762;796.1345;153.1418;849.6691;1.0000
2022-07-05T12:00:00.0/2022-07-05T13:00:00.0;1234.0886;951.3160;771.5566;179.7593;823.4750;948.9418;798.4816;150.4601;852.2061;1.0000
2022-07-05T13:00:00.0/2022-07-05T14:00:00.0;1173.1365;898.7687;727.1752;171.5935;816.3463;894.8184;749.4642;145.3542;841.3393;1.0000
2022-07-05T14:00:00.0/2022-07-05T15:00:00.0;1055.4094;796.8542;636.9980;159.8561;794.6119;789.3325;652.1935;137.1389;813.4871;1.0000
2022-07-05T15:00:00.0/2022-07-05T16:00:00.0;888.9246;652.7217;508.8336;143.8880;753.0132;640.0390;516.0513;123.9878;763.5679;1.0000
2022-07-05T16:00:00.0/2022-07-05T17:00:00.0;685.0224;480.0191;360.7296;119.2896;691.5624;463.9844;361.4339;102.5505;692.5952;1.0000
2022-07-05T17:00:00.0/2022-07-05T18:00:00.0;457.5941;294.0266;205.6666;88.3600;585.8896;277.2863;200.7666;76.5197;570.8447;1.0000
2022-07-05T18:00:00.0/2022-07-05T19:00:00.0;222.1341;117.0166;66.9245;50.0921;369.3057;104.8834;58.0177;46.8657;308.5745;1.0000
2022-07-05T19:00:00.0/2022-07-05T20:00:00.0;24.7202;8.1904;2.1141;6.0762;35.8863;5.9284;0.1781;5.7503;2.3525;1.0000
2022-07-05T20:00:00.0/2022-07-05T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-05T21:00:00.0/2022-07-05T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-05T22:00:00.0/2022-07-05T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-05T23:00:00.0/2022-07-06T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-06T00:00:00.0/2022-07-06T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-06T01:00:00.0/2022-07-06T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-06T02:00:00.0/2022-07-06T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-06T03:00:00.0/2022-07-06T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-06T04:00:00.0/2022-07-06T05:00:00.0;24.4468;7.6989;1.6925;6.0063;28.8459;5.7238;0.0777;5.6460;1.0151;1.0000
2022-07-06T05:00:00.0/2022-07-06T06:00:00.0;221.4559;112.1589;60.3048;51.8541;330.5936;101.3696;52.5412;48.8284;277.2278;1.0000
2022-07-06T06:00:00.0/2022-07-06T07:00:00.0;456.8859;288.0438;198.1325;89.9113;564.2243;272.4841;194.0929;78.3912;551.7787;1.0000
2022-07-06T07:00:00.0/2022-07-06T08:00:00.0;684.3094;475.2236;358.8885;116.3351;688.3138;460.1727;359.1966;100.9761;688.6884;1.0000
2022-07-06T08:00:00.0/2022-07-06T09:00:00.0;888.2222;649.0272;513.3350;135.6923;760.2603;574.9257;388.1906;186.7351;583.9911;1.0000
2022-07-06T09:00:00.0/2022-07-06T10:00:00.0;1054.7209;793.0366;642.7916;150.2450;802.3602;650.5855;387.8980;262.6875;477.9536;1.0000
2022-07-06T10:00:00.0/2022-07-06T11:00:00.0;1172.4507;896.1219;737.6517;158.4702;828.5621;890.5855;751.1650;139.4205;843.5461;1.0000
2022-07-06T11:00:00.0/2022-07-06T12:00:00.0;1233.3800;949.6460;787.5163;162.1297;840.9930;947.4276;807.8522;139.5754;862.7090;1.0000
2022-07-06T12:00:00.0/2022-07-06T13:00:00.0;1233.3483;949.0047;786.2776;162.7270;839.6838;946.7565;806.4703;140.2861;861.2457;1.0000
2022-07-06T13:00:00.0/2022-07-06T14:00:00.0;1172.3495;892.2722;727.0374;165.2348;816.6167;889.1783;746.5688;142.6095;838.5580;1.0000
2022-07-06T14:00:00.0/2022-07-06T15:00:00.0;1054.5334;784.9307;619.6591;165.2717;773.3708;774.5031;627.2035;147.2997;782.1265;1.0000
2022-07-06T15:00:00.0/2022-07-06T16:00:00.0;887.9229;636.1978;478.0862;158.1115;707.7907;617.1097;470.3400;146.7697;697.3455;1.0000
2022-07-06T16:00:00.0/2022-07-06T17:00:00.0;683.8665;459.7467;319.6678;140.0790;612.5882;445.4129;323.8049;121.6080;620.1494;1.0000
2022-07-06T17:00:00.0/2022-07-06T18:00:00.0;456.2653;271.8560;162.8970;108.9590;462.0680;236.6676;124.6888;111.9788;347.9930;1.0000
2022-07-06T18:00:00.0/2022-07-06T19:00:00.0;220.6256;100.6515;40.9829;59.6686;219.0444;89.4687;30.6056;58.8631;153.5432;1.0000
2022-07-06T19:00:00.0/2022-07-06T20:00:00.0;23.9663;6.6945;0.7612;5.9333;13.0502;4.6996;0.0000;4.6996;0.0000;1.0000
2022-07-06T20:00:00.0/2022-07-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-06T21:00:00.0/2022-07-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-06T22:00:00.0/2022-07-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-06T23:00:00.0/2022-07-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-07T00:00:00.0/2022-07-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-07T01:00:00.0/2022-07-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-07T02:00:00.0/2022-07-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-07T03:00:00.0/2022-07-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-07T04:00:00.0/2022-07-07T05:00:00.0;23.6516;7.0048;1.2206;5.7841;20.9220;5.1344;0.0000;5.1344;0.0000;1.0000
2022-07-07T05:00:00.0/2022-07-07T06:00:00.0;219.9030;107.0600;53.0841;53.9759;289.4040;96.8166;45.2357;51.5809;234.9139;1.0000
2022-07-07T06:00:00.0/2022-07-07T07:00:00.0;455.5118;282.3065;188.7621;93.5444;538.0291;267.1281;184.9467;82.1814;526.1857;1.0000
2022-07-07T07:00:00.0/2022-07-07T08:00:00.0;683.1089;470.4111;352.3468;118.0643;676.6138;455.7587;352.7940;102.9647;677.2862;1.0000
2022-07-07T08:00:00.0/2022-07-07T09:00:00.0;887.1780;645.3490;511.9078;133.4412;758.8878;633.2897;514.8949;118.3948;763.3596;1.0000
2022-07-07T09:00:00.0/2022-07-07T10:00:00.0;1053.8046;790.7053;647.8510;142.8544;809.3204;735.4089;524.7134;210.6955;655.7093;1.0000
2022-07-07T10:00:00.0/2022-07-07T11:00:00.0;1171.6246;894.6335;745.2162;149.4173;837.6676;888.7513;753.5198;135.2315;846.7231;1.0000
2022-07-07T11:00:00.0/2022-07-07T12:00:00.0;1232.6000;949.1385;795.9147;153.2239;850.5159;946.8911;812.9359;133.9552;868.7036;1.0000
2022-07-07T12:00:00.0/2022-07-07T13:00:00.0;1232.5664;949.9290;796.0256;153.9034;850.6591;947.4445;813.1647;134.2798;868.9722;1.0000
2022-07-07T13:00:00.0/2022-07-07T14:00:00.0;1171.5175;896.0034;745.5015;150.5018;838.0691;892.2172;759.9873;132.2299;854.3325;1.0000
2022-07-07T14:00:00.0/2022-07-07T15:00:00.0;1053.6061;792.1056;648.8597;143.2458;810.7689;784.9503;658.0358;126.9146;822.1635;1.0000
2022-07-07T15:00:00.0/2022-07-07T16:00:00.0;886.8607;646.8331;515.0677;131.7654;763.9327;551.1825;356.5939;194.5886;516.8921;1.0000
2022-07-07T16:00:00.0/2022-07-07T17:00:00.0;682.6389;471.9908;356.9845;115.0063;686.1685;367.4916;178.7652;188.7264;357.9604;1.0000
2022-07-07T17:00:00.0/2022-07-07T18:00:00.0;454.8526;283.9125;194.1522;89.7603;554.8820;238.8513;138.9487;99.9026;383.0269;1.0000
2022-07-07T18:00:00.0/2022-07-07T19:00:00.0;219.0204;108.4729;57.4763;50.9966;317.5412;83.3606;23.2429;60.1177;119.5242;1.0000
2022-07-07T19:00:00.0/2022-07-07T20:00:00.0;23.1745;7.0275;1.5340;5.4934;26.9181;4.7672;0.0000;4.7672;0.0000;1.0000
2022-07-07T20:00:00.0/2022-07-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-07T21:00:00.0/2022-07-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-07T22:00:00.0/2022-07-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-07T23:00:00.0/2022-07-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-08T00:00:00.0/2022-07-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-08T01:00:00.0/2022-07-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-08T02:00:00.0/2022-07-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-08T03:00:00.0/2022-07-08T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-08T04:00:00.0/2022-07-08T05:00:00.0;22.8530;7.5284;2.2907;5.2377;40.9220;5.5914;0.3192;5.2722;4.4736;1.0000
2022-07-08T05:00:00.0/2022-07-08T06:00:00.0;218.2539;118.1067;75.0925;43.0142;419.6439;106.5767;66.8281;39.7487;362.5587;1.0000
2022-07-08T06:00:00.0/2022-07-08T07:00:00.0;454.0536;306.0699;241.4137;64.6563;692.2761;288.5631;233.3077;55.2554;668.4662;1.0000
2022-07-08T07:00:00.0/2022-07-08T08:00:00.0;681.8361;502.0275;426.9165;75.1110;822.3241;483.7425;417.0555;66.6870;803.2700;1.0000
2022-07-08T08:00:00.0/2022-07-08T09:00:00.0;886.0718;681.8644;601.4210;80.4434;893.0817;665.5909;590.4553;75.1355;876.6963;1.0000
2022-07-08T09:00:00.0/2022-07-08T10:00:00.0;1052.8346;831.1083;748.9963;82.1119;936.6926;818.5374;738.8707;79.6667;924.0049;1.0000
2022-07-08T10:00:00.0/2022-07-08T11:00:00.0;1170.7511;936.0994;852.5542;83.5452;959.1188;925.6349;843.3414;82.2936;948.7427;1.0000
2022-07-08T11:00:00.0/2022-07-08T12:00:00.0;1231.7756;989.7553;905.5042;84.2512;968.3071;980.2629;897.1596;83.1034;959.3830;1.0000
2022-07-08T12:00:00.0/2022-07-08T13:00:00.0;1231.7402;988.7468;905.1056;83.6411;967.9066;979.3408;896.3026;83.0382;958.4885;1.0000
2022-07-08T13:00:00.0/2022-07-08T14:00:00.0;1170.6382;932.2143;847.2238;84.9905;953.1678;922.2244;838.1365;84.0879;942.9342;1.0000
2022-07-08T14:00:00.0/2022-07-08T15:00:00.0;1052.6252;824.9505;739.2665;85.6840;924.6823;813.0065;729.6901;83.3164;912.6580;1.0000
2022-07-08T15:00:00.0/2022-07-08T16:00:00.0;885.7367;675.6290;592.0052;83.6237;879.4232;659.7661;581.0186;78.7475;862.9841;1.0000
2022-07-08T16:00:00.0/2022-07-08T17:00:00.0;681.3391;498.5114;423.5912;74.9202;816.8624;480.0900;412.4290;67.6610;795.1688;1.0000
2022-07-08T17:00:00.0/2022-07-08T18:00:00.0;453.3560;307.1924;246.7176;60.4747;710.6200;289.0506;236.6742;52.3764;680.8536;1.0000
2022-07-08T18:00:00.0/2022-07-08T19:00:00.0;217.3192;123.0245;85.1828;37.8417;485.9363;110.0768;75.0045;35.0723;415.8617;1.0000
2022-07-08T19:00:00.0/2022-07-08T20:00:00.0;22.3489;8.0490;3.2036;4.8454;58.8022;5.7252;0.6598;5.0654;9.6317;1.0000
2022-07-08T20:00:00.0/2022-07-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-08T21:00:00.0/2022-07-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-08T22:00:00.0/2022-07-08T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2022-07-08T23:00:00.0/2022-07-09T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
